Time,Playercount
2018-05-30,166
2018-05-31,174
2018-06-01,176
2018-06-02,178
2018-06-03,187
2018-06-04,157
2018-06-05,153
2018-06-06,153
2018-06-07,153
2018-06-08,152
2018-06-09,155
2018-06-10,161
2018-06-11,151
2018-06-12,152
2018-06-13,157
2018-06-14,155
2018-06-15,157
2018-06-16,158
2018-06-17,171
2018-06-18,147
2018-06-19,145
2018-06-20,145
2018-06-21,146
2018-06-22,136
2018-06-23,129
2018-06-24,154
2018-06-25,143
2018-06-26,140
2018-06-27,149
2018-06-28,142
2018-06-29,147
2018-06-30,150
2018-07-01,162
2018-07-02,135
2018-07-03,133
2018-07-04,139
2018-07-05,139
2018-07-06,133
2018-07-07,139
2018-07-08,151
2018-07-09,139
2018-07-10,135
2018-07-11,136
2018-07-12,135
2018-07-13,132
2018-07-14,137
2018-07-15,150
2018-07-16,139
2018-07-17,125
2018-07-18,131
2018-07-19,130
2018-07-20,129
2018-07-21,131
2018-07-22,143
2018-07-23,129
2018-07-24,126
2018-07-25,133
2018-07-26,129
2018-07-27,135
2018-07-28,138
2018-07-29,143
2018-07-30,130
2018-07-31,125
2018-08-01,126
2018-08-02,128
2018-08-03,122
2018-08-04,130
2018-08-05,141
2018-08-06,127
2018-08-07,120
2018-08-08,134
2018-08-09,131
2018-08-10,129
2018-08-11,131
2018-08-12,143
2018-08-13,130
2018-08-14,126
2018-08-15,126
2018-08-16,127
2018-08-17,120
2018-08-18,124
2018-08-19,144
2018-08-20,128
2018-08-21,124
2018-08-22,126
2018-08-23,135
2018-08-24,127
2018-08-25,139
2018-08-26,152
2018-08-27,131
2018-08-28,121
2018-08-29,118
2018-08-30,124
2018-08-31,123
2018-09-01,129
2018-09-02,138
2018-09-03,124
2018-09-04,118
2018-09-05,127
2018-09-06,128
2018-09-07,124
2018-09-08,130
2018-09-09,148
2018-09-10,126
2018-09-11,116
2018-09-12,123
2018-09-13,122
2018-09-14,122
2018-09-15,125
2018-09-16,133
2018-09-17,123
2018-09-18,125
2018-09-19,127
2018-09-20,126
2018-09-21,128
2018-09-22,139
2018-09-23,141
2018-09-24,130
2018-09-25,126
2018-09-26,126
2018-09-27,120
2018-09-28,119
2018-09-29,130
2018-09-30,140
2018-10-01,129
2018-10-02,123
2018-10-03,124
2018-10-04,127
2018-10-05,132
2018-10-06,133
2018-10-07,145
2018-10-08,123
2018-10-09,113
2018-10-10,118
2018-10-11,115
2018-10-12,115
2018-10-13,119
2018-10-14,126
2018-10-15,116
2018-10-16,112
2018-10-17,112
2018-10-18,116
2018-10-19,115
2018-10-20,123
2018-10-21,129
2018-10-22,116
2018-10-23,105
2018-10-24,108
2018-10-25,99
2018-10-26,94
2018-10-27,103
2018-10-28,119
2018-10-29,102
2018-10-30,101
2018-10-31,112
2018-11-01,118
2018-11-02,114
2018-11-03,111
2018-11-04,125
2018-11-05,108
2018-11-06,100
2018-11-07,103
2018-11-08,102
2018-11-09,99
2018-11-10,104
2018-11-11,108
2018-11-12,104
2018-11-13,95
2018-11-14,103
2018-11-15,107
2018-11-16,103
2018-11-17,107
2018-11-18,118
2018-11-19,95
2018-11-20,92
2018-11-21,91
2018-11-22,91
2018-11-23,91
2018-11-24,97
2018-11-25,109
2018-11-26,95
2018-11-27,93
2018-11-28,93
2018-11-29,96
2018-11-30,91
2018-12-01,99
2018-12-02,103
2018-12-03,90
2018-12-04,91
2018-12-05,92
2018-12-06,90
2018-12-07,88
2018-12-08,92
2018-12-09,96
2018-12-10,89
2018-12-11,188
2018-12-12,93
2018-12-13,92
2018-12-14,90
2018-12-15,99
2018-12-16,100
2018-12-17,90
2018-12-18,86
2018-12-19,82
2018-12-20,78
2018-12-21,78
2018-12-22,85
2018-12-23,92
2018-12-24,83
2018-12-25,77
2018-12-26,82
2018-12-27,81
2018-12-28,79
2018-12-29,78
2018-12-30,87
2018-12-31,82
2019-01-01,79
2019-01-02,80
2019-01-03,78
2019-01-04,74
2019-01-05,77
2019-01-06,92
2019-01-07,78
2019-01-08,76
2019-01-09,76
2019-01-10,74
2019-01-11,74
2019-01-12,79
2019-01-13,85
2019-01-14,75
2019-01-15,74
2019-01-16,68
2019-01-17,65
2019-01-18,67
2019-01-19,62
2019-01-20,64
2019-01-21,55
2019-01-22,52
2019-01-23,51
2019-01-24,50
2019-01-25,47
2019-01-26,46
2019-01-27,49
2019-01-28,48
2019-01-29,48
2019-01-30,46
2019-01-31,46
2019-02-01,44
2019-02-02,46
2019-02-03,48
2019-02-04,41
2019-02-05,35
2019-02-06,37
2019-02-07,41
2019-02-08,38
2019-02-09,39
2019-02-10,44
2019-02-11,37
2019-02-12,35
2019-02-13,33
2019-02-14,32
2019-02-15,30
2019-02-16,33
2019-02-17,37
2019-02-18,33
2019-02-19,30
2019-02-20,28
2019-02-21,28
2019-02-22,30
2019-02-23,33
2019-02-24,35
2019-02-25,35
2019-02-26,30
2019-02-27,31
2019-02-28,31
2019-03-01,31
2019-03-02,30
2019-03-03,36
2019-03-04,29
2019-03-05,27
2019-03-06,27
2019-03-07,26
2019-03-08,28
2019-03-09,31
2019-03-10,29
2019-03-11,26
2019-03-12,28
2019-03-13,28
2019-03-14,29
2019-03-15,27
2019-03-16,26
2019-03-17,33
2019-03-18,27
2019-03-19,25
2019-03-20,22
2019-03-21,25
2019-03-22,26
2019-03-23,29
2019-03-24,32
2019-03-25,27
2019-03-26,13
2019-03-27,1
2019-03-28,0
2019-03-29,0
2019-03-30,0
2019-03-31,0
2019-04-01,0
2019-04-02,0
2019-04-03,0
2019-04-04,0
2019-04-05,0
2019-04-06,0
2019-04-07,0
2019-04-08,0
2019-04-09,0
2019-04-10,0
2019-04-11,1
2019-04-12,1
2019-04-13,1
2019-04-14,0
2019-04-15,0
2019-04-16,0
2019-04-17,0
2019-04-18,0
2019-04-19,0
2019-04-20,0
2019-04-21,0
2019-04-22,0
2019-04-23,0
2019-04-24,0
2019-04-25,0
2019-04-26,0
2019-04-27,0
2019-04-28,0
2019-04-29,0
2019-04-30,0
2019-05-01,0
2019-05-02,0
2019-05-03,0
2019-05-04,0
2019-05-05,0
2019-05-06,0
2019-05-07,0
2019-05-08,0
2019-05-09,0
2019-05-10,0
2019-05-11,0
2019-05-12,0
2019-05-13,0
2019-05-14,0
2019-05-15,0
2019-05-16,0
2019-05-17,0
2019-05-18,0
2019-05-19,0
2019-05-20,0
2019-05-21,0
2019-05-22,0
2019-05-23,0
2019-05-24,0
2019-05-25,1
2019-05-26,1
2019-05-27,0
2019-05-28,2
2019-05-29,0
2019-05-30,1
2019-05-31,1
2019-06-01,0
2019-06-02,0
2019-06-03,0
2019-06-04,0
2019-06-05,0
2019-06-06,0
2019-06-07,0
2019-06-08,1
2019-06-09,0
2019-06-10,0
2019-06-11,0
2019-06-12,0
2019-06-13,0
2019-06-14,0
2019-06-15,1
2019-06-16,1
2019-06-17,1
2019-06-18,0
2019-06-19,0
2019-06-20,0
2019-06-21,0
2019-06-22,0
2019-06-23,0
2019-06-24,0
2019-06-25,0
2019-06-26,1
2019-06-27,2
2019-06-28,0
2019-06-29,2
2019-06-30,1
2019-07-01,2
2019-07-02,1
2019-07-03,1
2019-07-04,2
2019-07-05,0
2019-07-06,0
2019-07-07,0
2019-07-08,0
2019-07-09,0
2019-07-10,0
2019-07-11,0
2019-07-12,0
2019-07-13,0
2019-07-14,0
2019-07-15,0
2019-07-16,0
2019-07-17,0
2019-07-18,0
2019-07-19,0
2019-07-20,0
2019-07-21,0
2019-07-22,0
2019-07-23,0
2019-07-24,0
2019-07-25,0
2019-07-26,0
2019-07-27,0
2019-07-28,0
2019-07-29,0
2019-07-30,0
2019-07-31,0
2019-08-01,0
2019-08-02,0
2019-08-03,0
2019-08-04,0
2019-08-05,0
2019-08-06,0
2019-08-07,0
2019-08-08,0
2019-08-09,0
2019-08-10,0
2019-08-11,0
2019-08-12,0
2019-08-13,0
2019-08-14,0
2019-08-15,0
2019-08-16,0
2019-08-17,0
2019-08-18,1
2019-08-19,1
2019-08-20,0
2019-08-21,0
2019-08-22,0
2019-08-23,0
2019-08-24,0
2019-08-25,0
2019-08-26,0
2019-08-27,0
2019-08-28,0
2019-08-29,0
2019-08-30,0
2019-08-31,0
2019-09-01,0
2019-09-02,0
2019-09-03,0
2019-09-04,0
2019-09-05,0
2019-09-06,0
2019-09-07,0
2019-09-08,0
2019-09-09,0
2019-09-10,0
2019-09-11,0
2019-09-12,0
2019-09-13,0
2019-09-14,0
2019-09-15,0
2019-09-16,0
2019-09-17,0
2019-09-18,1
2019-09-19,1
2019-09-20,1
2019-09-21,1
2019-09-22,1
2019-09-23,1
2019-09-24,0
2019-09-25,0
2019-09-26,0
2019-09-27,0
2019-09-28,0
2019-09-29,0
2019-09-30,0
2019-10-01,0
2019-10-02,0
2019-10-03,0
2019-10-04,0
2019-10-05,0
2019-10-06,0
2019-10-07,0
2019-10-08,1
2019-10-09,1
2019-10-10,1
2019-10-11,0
2019-10-12,0
2019-10-13,0
2019-10-14,0
2019-10-15,0
2019-10-16,0
2019-10-17,0
2019-10-18,0
2019-10-19,0
2019-10-20,0
2019-10-21,0
2019-10-22,0
2019-10-23,0
2019-10-24,0
2019-10-25,0
2019-10-26,0
2019-10-27,0
2019-10-28,0
2019-10-29,0
2019-10-30,0
2019-10-31,0
2019-11-01,0
2019-11-02,0
2019-11-03,0
2019-11-04,0
2019-11-05,0
2019-11-06,0
2019-11-07,0
2019-11-08,0
2019-11-09,0
2019-11-10,0
2019-11-11,0
2019-11-12,0
2019-11-13,0
2019-11-14,0
2019-11-15,0
2019-11-16,0
2019-11-17,0
2019-11-18,0
2019-11-19,0
2019-11-20,0
2019-11-21,0
2019-11-22,0
2019-11-23,0
2019-11-24,0
2019-11-25,0
2019-11-26,0
2019-11-27,0
2019-11-28,1
2019-11-29,0
2019-11-30,0
2019-12-01,0
2019-12-02,0
2019-12-03,0
2019-12-04,0
2019-12-05,0
2019-12-06,0
2019-12-07,0
2019-12-08,0
2019-12-09,0
2019-12-10,0
2019-12-11,0
2019-12-12,0
2019-12-13,0
2019-12-14,0
2019-12-15,0
2019-12-16,0
2019-12-17,0
2019-12-18,0
2019-12-19,0
2019-12-20,0
2019-12-21,0
2019-12-22,0
2019-12-23,0
2019-12-24,0
2019-12-25,0
2019-12-26,0
2019-12-27,0
2019-12-28,0
2019-12-29,0
2019-12-30,0
2019-12-31,0
2020-01-01,0
2020-01-02,0
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,1
2020-02-09,1
2020-02-10,1
2020-02-11,1
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,1
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,0
2020-03-09,0
2020-03-10,0
2020-03-11,0
2020-03-12,0
2020-03-13,0
2020-03-14,0
2020-03-15,0
2020-03-16,0
2020-03-17,0
2020-03-18,0
2020-03-19,0
2020-03-20,0
2020-03-21,0
2020-03-22,0
2020-03-23,0
2020-03-24,0
2020-03-25,0
2020-03-26,0
2020-03-27,0
2020-03-28,0
2020-03-29,0
2020-03-30,0
2020-03-31,0
2020-04-01,0
2020-04-02,0
2020-04-03,0
2020-04-04,0
2020-04-05,0
2020-04-06,0
2020-04-07,0
2020-04-08,0
2020-04-09,0
2020-04-10,0
2020-04-11,0
2020-04-12,0
2020-04-13,0
2020-04-14,0
2020-04-15,0
2020-04-16,0
2020-04-17,0
2020-04-18,0
2020-04-19,0
2020-04-20,0
2020-04-21,0
2020-04-22,0
2020-04-23,0
2020-04-24,0
2020-04-25,0
2020-04-26,0
2020-04-27,0
2020-04-28,0
2020-04-29,0
2020-04-30,0
2020-05-01,0
2020-05-02,0
2020-05-03,0
2020-05-04,0
2020-05-05,0
2020-05-06,0
2020-05-07,0
2020-05-08,0
2020-05-09,0
2020-05-10,0
2020-05-11,0
2020-05-12,0
2020-05-13,0
2020-05-14,0
2020-05-15,0
2020-05-16,0
2020-05-17,0
2020-05-18,0
2020-05-19,0
2020-05-20,0
2020-05-21,0
2020-05-22,0
2020-05-23,0
2020-05-24,0
2020-05-25,0
2020-05-26,0
2020-05-27,0
2020-05-28,0
2020-05-29,0
2020-05-30,0
2020-05-31,0
2020-06-01,0
2020-06-02,0
2020-06-03,0
2020-06-04,0
2020-06-05,0
2020-06-06,0
2020-06-07,0
2020-06-08,0
2020-06-09,0
2020-06-10,0
2020-06-11,0
2020-06-12,0
2020-06-13,0
2020-06-14,0
2020-06-15,0
2020-06-16,0
2020-06-17,0
2020-06-18,0
2020-06-19,0
2020-06-20,0
2020-06-21,0
2020-06-22,0
2020-06-23,0
2020-06-24,0
2020-06-25,0
2020-06-26,0
2020-06-27,0
2020-06-28,0
2020-06-29,0
2020-06-30,0
2020-07-01,0
2020-07-02,0
2020-07-03,0
2020-07-04,0
2020-07-05,0
2020-07-06,0
2020-07-07,0
2020-07-08,0
2020-07-09,0
2020-07-10,0
2020-07-11,0
2020-07-12,0
2020-07-13,0
2020-07-14,0
2020-07-15,0
2020-07-16,0
2020-07-17,0
2020-07-18,0
2020-07-19,0
2020-07-20,0
2020-07-21,0
2020-07-22,0
2020-07-23,0
2020-07-24,0
2020-07-25,0
2020-07-26,0
2020-07-27,0
2020-07-28,0
2020-07-29,0
2020-07-30,0
2020-07-31,0
2020-08-01,0
2020-08-02,0
2020-08-03,0
2020-08-04,0
2020-08-05,0
2020-08-06,0
2020-08-07,0
2020-08-08,0
2020-08-09,1
2020-08-10,0
2020-08-11,0
2020-08-12,0
